Generation,Seed,Elite_Fitness,Best_Fitness,Mean_Fitness,Best_Proxy_MPNN,Best_Proxy_MPNN_norm,Best_ESM,Best_ESM_norm,Best_ThermoMPNN_ddG,Best_ThermoMPNN_norm,ESM_cache
114,42,0.6936576950359644,0.696000936756791,0.6705639186551535,0.6098607207278864,0.8811923060086562,3.3886515418688457,0.6157209618224039,-0.15066065390904745,0.7063399821461924,30939
115,42,0.6936924000056376,0.696000936756791,0.6709545980833238,0.6098607207278864,0.8811923060086562,3.3886515418688457,0.6157209618224039,-0.15066065390904745,0.7063399821461924,31208
116,42,0.6937055306327642,0.696000936756791,0.6722107603921763,0.6098607207278864,0.8811923060086562,3.3886515418688457,0.6157209618224039,-0.15066065390904745,0.7063399821461924,31476
117,42,0.6941702863972448,0.6992808746122504,0.6718849339020287,0.6054167948750616,0.8737676227658389,3.5705657919247944,0.6308804826603995,-0.09056625366210938,0.6969570290962761,31746
118,42,0.6941702863972448,0.6992808746122504,0.6729871326217055,0.6054167948750616,0.8737676227658389,3.5705657919247944,0.6308804826603995,-0.09056625366210938,0.6969570290962761,32014
119,42,0.6946739961826491,0.7005826585916588,0.6724099993758219,0.6094870180494995,0.8805679427528534,3.6183868169784548,0.6348655680815379,-0.04678367575009664,0.6901209533343972,32283
120,42,0.6948229859554763,0.7005826585916588,0.6718584866236309,0.6094870180494995,0.8805679427528534,3.6183868169784548,0.6348655680815379,-0.04678367575009664,0.6901209533343972,32552
121,42,0.6950733900596917,0.7005826585916588,0.6724828719136532,0.6094870180494995,0.8805679427528534,3.6183868169784548,0.6348655680815379,-0.04678367575009664,0.6901209533343972,32821
122,42,0.6951921629826976,0.7005826585916588,0.6711931246669981,0.6094870180494995,0.8805679427528534,3.6183868169784548,0.6348655680815379,-0.04678367575009664,0.6901209533343972,33091
123,42,0.695405686616953,0.7005826585916588,0.6745289439510951,0.6094870180494995,0.8805679427528534,3.6183868169784548,0.6348655680815379,-0.04678367575009664,0.6901209533343972,33360
124,42,0.6957673473053952,0.7005826585916588,0.6733467201861271,0.6094870180494995,0.8805679427528534,3.6183868169784548,0.6348655680815379,-0.04678367575009664,0.6901209533343972,33630
125,42,0.6960663748825937,0.7005826585916588,0.6735603179481527,0.6094870180494995,0.8805679427528534,3.6183868169784548,0.6348655680815379,-0.04678367575009664,0.6901209533343972,33900
126,42,0.6960732785929948,0.7005826585916588,0.6737689368397941,0.6094870180494995,0.8805679427528534,3.6183868169784548,0.6348655680815379,-0.04678367575009664,0.6901209533343972,34169
127,42,0.6963116517295961,0.7005826585916588,0.6749517624799961,0.6094870180494995,0.8805679427528534,3.6183868169784548,0.6348655680815379,-0.04678367575009664,0.6901209533343972,34436
128,42,0.696440414669001,0.7005826585916588,0.674033751894763,0.6094870180494995,0.8805679427528534,3.6183868169784548,0.6348655680815379,-0.04678367575009664,0.6901209533343972,34705
129,42,0.6968041715903047,0.7010162361095367,0.6757591983063994,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,34974
130,42,0.6970306387916982,0.7010162361095367,0.6751281461526402,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,35243
131,42,0.6970719625247146,0.7010162361095367,0.6765091236550491,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,35511
132,42,0.6970719625247146,0.7010162361095367,0.6750103660870728,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,35778
133,42,0.6972360568955615,0.7010162361095367,0.6748584731959711,0.6119468454530067,0.8846776961348621,3.513968022664388,0.626164001888699,-0.13137632211049396,0.703328986460716,36048
